ownership,indownership,marriagestatus,indmarriagestatus,county,hhincome,agequant,agecat,famsize,sex,indsex,indpoverty,degree,inddegree
Own,1,Married,1,Jefferson,59900,77,70above,2,male,1,0,No College Degree,0
Own,1,Not married,0,Jefferson,690000,30,30-39,1,male,1,1,No College Degree,0
Own,1,Not married,0,Jefferson,28800,28,18-29,1,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,154500,71,70above,2,female,0,0,College Degree,1
Own,1,Not married,0,Jefferson,36400,45,40-49,2,male,1,0,No College Degree,0
Rent,0,Married,1,Jefferson,96100,53,50-59,9,female,0,0,College Degree,1
Own,1,Not married,0,Fayette,43400,21,18-29,2,male,1,0,No College Degree,0
Own,1,Married,1,Kenton,164600,69,60-69,2,female,0,0,College Degree,1
Own,1,Not married,0,Jefferson,126500,60,60-69,6,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,358000,54,50-59,4,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,98000,75,70above,2,male,1,0,College Degree,1
Own,1,Married,1,Jefferson,104400,58,50-59,3,male,1,0,College Degree,1
Own,1,Not married,0,Jefferson,70000,33,30-39,2,male,1,0,No College Degree,0
Rent,0,Not married,0,Jefferson,33300,22,18-29,2,female,0,1,No College Degree,0
Own,1,Married,1,Jefferson,408500,53,50-59,3,male,1,0,College Degree,1
Own,1,Not married,0,Kenton,98400,30,30-39,1,male,1,0,No College Degree,0
Own,1,Married,1,Warren,100900,48,40-49,5,female,0,0,College Degree,1
Own,1,Married,1,Kenton,273100,58,50-59,2,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,113000,33,30-39,2,male,1,0,College Degree,1
Rent,0,Married,1,Jefferson,13800,59,50-59,2,male,1,1,No College Degree,0
Own,1,Not married,0,Fayette,38000,28,18-29,1,female,0,0,College Degree,1
Own,1,Married,1,Fayette,45000,22,18-29,2,male,1,0,No College Degree,0
Own,1,Married,1,Fayette,4600,59,50-59,2,female,0,1,No College Degree,0
Rent,0,Not married,0,Kenton,80700,24,18-29,5,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,134000,47,40-49,4,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,392100,60,60-69,2,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,484000,40,40-49,4,male,1,0,College Degree,1
Own,1,Not married,0,Jefferson,102000,81,70above,1,female,0,0,No College Degree,0
Own,1,Married,1,Kenton,12000,80,70above,2,female,0,1,No College Degree,0
Own,1,Married,1,Boone,72500,31,30-39,4,male,1,0,College Degree,1
Rent,0,Not married,0,Jefferson,18000,26,18-29,4,female,0,1,No College Degree,0
Own,1,Married,1,Jefferson,403520,49,40-49,6,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,422000,55,50-59,5,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,114200,58,50-59,2,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,95000,53,50-59,4,female,0,0,No College Degree,0
Rent,0,Married,1,Jefferson,21700,45,40-49,4,male,1,1,No College Degree,0
Rent,0,Not married,0,Warren,59500,27,18-29,2,male,1,0,College Degree,1
Own,1,Not married,0,Warren,42000,66,60-69,1,male,1,0,College Degree,1
Rent,0,Married,1,Boone,60000,37,30-39,3,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,57500,66,60-69,2,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,121000,51,50-59,2,male,1,0,No College Degree,0
Rent,0,Married,1,Jefferson,37100,62,60-69,2,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,94000,32,30-39,3,male,1,0,College Degree,1
Own,1,Married,1,Fayette,137000,32,30-39,2,male,1,0,College Degree,1
Own,1,Married,1,Kenton,101000,46,40-49,3,male,1,0,No College Degree,0
Own,1,Married,1,Kenton,105080,43,40-49,3,male,1,0,College Degree,1
Rent,0,Married,1,Fayette,54000,31,30-39,4,male,1,0,No College Degree,0
Own,1,Not married,0,Warren,7300,67,60-69,1,female,0,1,College Degree,1
Rent,0,Married,1,Jefferson,85000,30,30-39,2,male,1,0,College Degree,1
Own,1,Not married,0,Jefferson,13540,57,50-59,2,female,0,1,No College Degree,0
Own,1,Married,1,Jefferson,83000,63,60-69,2,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,103000,38,30-39,3,male,1,0,No College Degree,0
Own,1,Married,1,Boone,101900,49,40-49,2,male,1,0,College Degree,1
Own,1,Not married,0,Boone,16000,58,50-59,1,male,1,0,College Degree,1
Own,1,Married,1,Fayette,28000,43,40-49,4,male,1,0,No College Degree,0
Own,1,Not married,0,Fayette,3600,92,70above,2,female,0,1,No College Degree,0
Own,1,Married,1,Jefferson,63100,67,60-69,2,female,0,0,No College Degree,0
Own,1,Married,1,Fayette,396700,49,40-49,3,male,1,0,College Degree,1
Own,1,Married,1,Fayette,108500,58,50-59,2,male,1,0,College Degree,1
Own,1,Married,1,Jefferson,90000,32,30-39,3,male,1,0,No College Degree,0
Rent,0,Not married,0,Kenton,34000,39,30-39,1,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,158000,42,40-49,4,male,1,0,No College Degree,0
Rent,0,Not married,0,Jefferson,11700,32,30-39,3,female,0,1,No College Degree,0
Own,1,Married,1,Jefferson,420400,66,60-69,2,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,110600,63,60-69,2,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,111200,34,30-39,8,female,0,0,College Degree,1
Rent,0,Not married,0,Kenton,24000,55,50-59,1,female,0,0,No College Degree,0
Rent,0,Not married,0,Jefferson,136400,28,18-29,1,male,1,0,College Degree,1
Rent,0,Not married,0,Kenton,56400,93,70above,2,female,0,0,No College Degree,0
Own,1,Not married,0,Jefferson,168520,67,60-69,2,female,0,0,No College Degree,0
Own,1,Not married,0,Jefferson,158000,25,18-29,5,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,38120,79,70above,2,female,0,0,No College Degree,0
Own,1,Not married,0,Kenton,73500,78,70above,1,female,0,0,College Degree,1
Own,1,Not married,0,Jefferson,60000,54,50-59,2,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,161000,53,50-59,5,female,0,0,College Degree,1
Own,1,Married,1,Fayette,187300,68,60-69,2,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,35100,56,50-59,2,female,0,0,No College Degree,0
Rent,0,Not married,0,Jefferson,40900,68,60-69,2,female,0,0,No College Degree,0
Rent,0,Not married,0,Jefferson,43000,34,30-39,3,male,1,1,College Degree,1
Own,1,Married,1,Jefferson,71600,64,60-69,2,male,1,0,No College Degree,0
Rent,0,Not married,0,Jefferson,147000,93,70above,3,male,1,0,No College Degree,0
Own,1,Not married,0,Jefferson,263500,20,18-29,5,male,1,0,No College Degree,0
Own,1,Not married,0,Jefferson,95500,66,60-69,2,male,1,0,No College Degree,0
Rent,0,Not married,0,Jefferson,24000,21,18-29,1,female,0,0,No College Degree,0
Own,1,Not married,0,Boone,163000,61,60-69,1,male,1,0,College Degree,1
Own,1,Married,1,Fayette,44700,67,60-69,2,female,0,0,College Degree,1
Own,1,Married,1,Fayette,195000,60,60-69,3,male,1,0,College Degree,1
Rent,0,Not married,0,Jefferson,800,24,18-29,1,female,0,1,College Degree,1
Own,1,Married,1,Jefferson,155300,62,60-69,5,female,0,0,College Degree,1
Own,1,Not married,0,Jefferson,79800,93,70above,1,male,1,0,College Degree,1
Own,1,Not married,0,Jefferson,65700,41,40-49,5,female,0,0,No College Degree,0
Own,1,Not married,0,Jefferson,32100,61,60-69,1,female,0,0,No College Degree,0
Own,1,Married,1,Warren,142000,39,30-39,4,male,1,0,College Degree,1
Own,1,Not married,0,Fayette,30500,21,18-29,2,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,213400,58,50-59,5,male,1,0,College Degree,1
Own,1,Married,1,Warren,42000,43,40-49,4,male,1,0,No College Degree,0
Own,1,Not married,0,Jefferson,35000,28,18-29,1,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,44800,73,70above,2,male,1,0,No College Degree,0
Own,1,Married,1,Fayette,135000,32,30-39,3,female,0,0,College Degree,1
Rent,0,Not married,0,Fayette,63700,20,18-29,3,male,1,0,No College Degree,0
Own,1,Not married,0,Fayette,19500,74,70above,1,female,0,0,No College Degree,0
Own,1,Married,1,Boone,155980,58,50-59,4,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,105000,45,40-49,5,male,1,0,College Degree,1
Own,1,Married,1,Jefferson,148000,62,60-69,3,female,0,0,No College Degree,0
Rent,0,Married,1,Fayette,15900,72,70above,2,female,0,0,No College Degree,0
Own,1,Not married,0,Kenton,62500,26,18-29,3,male,1,0,No College Degree,0
Own,1,Not married,0,Jefferson,66900,28,18-29,2,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,80800,68,60-69,2,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,225450,42,40-49,3,female,0,0,College Degree,1
Own,1,Married,1,Warren,93000,35,30-39,4,female,0,0,No College Degree,0
Rent,0,Not married,0,Jefferson,6000,51,50-59,1,male,1,1,No College Degree,0
Own,1,Married,1,Boone,47600,66,60-69,2,female,0,0,College Degree,1
Rent,0,Married,1,Jefferson,45000,29,18-29,4,female,0,0,No College Degree,0
Own,1,Not married,0,Jefferson,88800,68,60-69,3,female,0,0,No College Degree,0
Own,1,Not married,0,Fayette,41160,24,18-29,3,female,0,0,No College Degree,0
Rent,0,Married,1,Fayette,38000,34,30-39,2,male,1,0,No College Degree,0
Rent,0,Not married,0,Warren,26700,25,18-29,1,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,159760,51,50-59,3,female,0,0,College Degree,1
Rent,0,Not married,0,Fayette,48500,24,18-29,1,female,0,0,College Degree,1
Rent,0,Not married,0,Fayette,136000,39,30-39,2,female,0,0,College Degree,1
Rent,0,Not married,0,Jefferson,24000,58,50-59,1,male,1,0,No College Degree,0
Own,1,Not married,0,Jefferson,94000,73,70above,1,female,0,0,College Degree,1
Own,1,Not married,0,Kenton,53000,24,18-29,1,female,0,0,College Degree,1
Own,1,Married,1,Fayette,238000,69,60-69,3,male,1,0,College Degree,1
Own,1,Not married,0,Kenton,37700,70,70above,2,female,0,0,No College Degree,0
Rent,0,Married,1,Fayette,125500,29,18-29,6,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,115200,58,50-59,3,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,81300,41,40-49,5,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,122300,58,50-59,2,female,0,0,College Degree,1
Own,1,Not married,0,Jefferson,174000,48,40-49,2,male,1,0,No College Degree,0
Rent,0,Married,1,Fayette,24000,23,18-29,3,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,139200,48,40-49,4,male,1,0,College Degree,1
Own,1,Married,1,Jefferson,236160,58,50-59,2,female,0,0,College Degree,1
Own,1,Not married,0,Kenton,65000,61,60-69,1,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,136800,56,50-59,2,female,0,0,College Degree,1
Own,1,Married,1,Kenton,36200,48,40-49,2,male,1,0,No College Degree,0
Own,1,Not married,0,Jefferson,43500,70,70above,3,female,0,0,No College Degree,0
Own,1,Not married,0,Fayette,87300,20,18-29,5,female,0,0,No College Degree,0
Rent,0,Married,1,Jefferson,189200,45,40-49,4,female,0,0,No College Degree,0
Own,1,Married,1,Fayette,478900,67,60-69,2,male,1,0,College Degree,1
Rent,0,Not married,0,Jefferson,18800,68,60-69,3,female,0,1,No College Degree,0
Own,1,Married,1,Jefferson,70000,50,50-59,3,male,1,0,College Degree,1
Rent,0,Not married,0,Jefferson,85000,23,18-29,2,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,125000,55,50-59,3,male,1,0,College Degree,1
Own,1,Married,1,Fayette,110000,51,50-59,3,male,1,0,College Degree,1
Own,1,Not married,0,Jefferson,41700,50,50-59,2,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,376700,45,40-49,5,female,0,0,College Degree,1
Own,1,Married,1,Kenton,64000,57,50-59,3,male,1,0,No College Degree,0
Own,1,Not married,0,Fayette,70000,44,40-49,1,male,1,0,No College Degree,0
Own,1,Not married,0,Fayette,73000,62,60-69,1,female,0,0,College Degree,1
Own,1,Not married,0,Jefferson,51300,42,40-49,3,female,0,1,College Degree,1
Rent,0,Not married,0,Warren,39300,54,50-59,1,male,1,0,No College Degree,0
Rent,0,Not married,0,Boone,59000,22,18-29,2,female,0,0,No College Degree,0
Rent,0,Not married,0,Jefferson,33900,45,40-49,2,male,1,0,No College Degree,0
Rent,0,Not married,0,Fayette,24000,21,18-29,1,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,285000,61,60-69,2,male,1,0,College Degree,1
Own,1,Married,1,Jefferson,130000,35,30-39,4,male,1,0,College Degree,1
Rent,0,Married,1,Fayette,129000,30,30-39,3,female,0,0,College Degree,1
Own,1,Married,1,Kenton,84900,45,40-49,5,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,74720,57,50-59,4,female,0,0,No College Degree,0
Rent,0,Not married,0,Fayette,62800,30,30-39,2,male,1,0,No College Degree,0
Rent,0,Married,1,Jefferson,39100,63,60-69,2,male,1,0,No College Degree,0
Own,1,Not married,0,Kenton,88000,71,70above,2,female,0,0,No College Degree,0
Own,1,Married,1,Kenton,119400,57,50-59,2,male,1,0,College Degree,1
Own,1,Married,1,Jefferson,85000,72,70above,2,female,0,0,College Degree,1
Own,1,Married,1,Fayette,67800,62,60-69,2,male,1,0,No College Degree,0
Own,1,Married,1,Fayette,152260,39,30-39,4,female,0,0,College Degree,1
Rent,0,Not married,0,Fayette,25000,39,30-39,1,male,1,0,No College Degree,0
Rent,0,Not married,0,Boone,1000,92,70above,1,female,0,1,No College Degree,0
Own,1,Married,1,Jefferson,84700,57,50-59,2,female,0,0,College Degree,1
Rent,0,Not married,0,Warren,9800,66,60-69,1,male,1,1,College Degree,1
Own,1,Married,1,Warren,51130,76,70above,2,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,105000,30,30-39,5,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,15900,44,40-49,5,female,0,1,College Degree,1
Own,1,Not married,0,Kenton,58700,69,60-69,1,male,1,0,College Degree,1
Rent,0,Not married,0,Fayette,40100,30,30-39,1,male,1,0,College Degree,1
Own,1,Married,1,Boone,61580,64,60-69,2,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,41000,47,40-49,3,male,1,0,College Degree,1
Own,1,Married,1,Jefferson,43100,77,70above,2,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,103900,63,60-69,2,female,0,0,College Degree,1
Rent,0,Married,1,Jefferson,55900,31,30-39,3,female,0,0,No College Degree,0
Own,1,Not married,0,Jefferson,22400,64,60-69,1,female,0,0,College Degree,1
Own,1,Not married,0,Jefferson,105400,71,70above,1,male,1,0,College Degree,1
Rent,0,Not married,0,Jefferson,101200,48,40-49,2,male,1,0,No College Degree,0
Own,1,Married,1,Fayette,125700,59,50-59,2,female,0,0,College Degree,1
Own,1,Married,1,Fayette,53350,74,70above,2,male,1,0,College Degree,1
Rent,0,Not married,0,Kenton,53900,19,18-29,4,female,0,0,No College Degree,0
Rent,0,Married,1,Kenton,53600,25,18-29,3,female,0,0,No College Degree,0
Rent,0,Not married,0,Jefferson,33000,22,18-29,2,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,25000,76,70above,3,male,1,0,No College Degree,0
Own,1,Married,1,Fayette,180000,47,40-49,5,female,0,0,College Degree,1
Own,1,Not married,0,Jefferson,114050,47,40-49,4,male,1,0,No College Degree,0
Own,1,Married,1,Fayette,154600,56,50-59,4,male,1,0,College Degree,1
Own,1,Not married,0,Jefferson,15600,60,60-69,1,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,83000,48,40-49,2,female,0,0,College Degree,1
Own,1,Not married,0,Jefferson,60500,27,18-29,2,female,0,0,College Degree,1
Rent,0,Married,1,Jefferson,33400,56,50-59,2,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,372500,43,40-49,4,female,0,0,College Degree,1
Own,1,Married,1,Boone,101800,54,50-59,3,male,1,0,No College Degree,0
Own,1,Not married,0,Jefferson,18300,62,60-69,2,female,0,0,No College Degree,0
Own,1,Married,1,Fayette,38000,71,70above,2,female,0,0,No College Degree,0
Own,1,Married,1,Fayette,107200,29,18-29,3,female,0,0,College Degree,1
Rent,0,Not married,0,Warren,3700,59,50-59,1,female,0,1,No College Degree,0
Own,1,Not married,0,Kenton,301500,37,30-39,5,male,1,0,College Degree,1
Own,1,Married,1,Jefferson,119900,63,60-69,2,female,0,0,No College Degree,0
Rent,0,Married,1,Jefferson,66600,85,70above,3,female,0,0,No College Degree,0
Rent,0,Not married,0,Kenton,28360,93,70above,2,female,0,0,No College Degree,0
Rent,0,Married,1,Jefferson,22800,59,50-59,3,male,1,0,No College Degree,0
Own,1,Married,1,Boone,67000,78,70above,2,female,0,0,No College Degree,0
Own,1,Not married,0,Jefferson,56800,70,70above,1,female,0,0,College Degree,1
Own,1,Not married,0,Jefferson,142000,25,18-29,3,male,1,0,No College Degree,0
Own,1,Not married,0,Jefferson,196660,64,60-69,2,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,84000,36,30-39,4,female,0,0,College Degree,1
Own,1,Not married,0,Jefferson,209000,29,18-29,3,male,1,0,College Degree,1
Own,1,Not married,0,Jefferson,63000,26,18-29,3,female,0,0,College Degree,1
Own,1,Not married,0,Warren,22600,54,50-59,1,female,0,0,No College Degree,0
Own,1,Married,1,Warren,146910,75,70above,2,female,0,0,College Degree,1
Own,1,Not married,0,Jefferson,48230,76,70above,4,female,0,0,No College Degree,0
Own,1,Not married,0,Kenton,171500,69,60-69,3,male,1,0,College Degree,1
Rent,0,Not married,0,Fayette,23500,21,18-29,1,female,0,1,No College Degree,0
Own,1,Married,1,Kenton,112500,71,70above,2,male,1,0,College Degree,1
Rent,0,Married,1,Jefferson,92700,77,70above,2,male,1,0,College Degree,1
Own,1,Not married,0,Jefferson,18300,93,70above,1,female,0,0,No College Degree,0
Own,1,Not married,0,Jefferson,64000,68,60-69,2,male,1,0,College Degree,1
Rent,0,Not married,0,Warren,38500,56,50-59,1,female,0,0,No College Degree,0
Own,1,Not married,0,Fayette,93500,30,30-39,3,male,1,0,No College Degree,0
Own,1,Not married,0,Jefferson,80200,49,40-49,2,male,1,0,No College Degree,0
Rent,0,Not married,0,Fayette,6000,19,18-29,1,female,0,1,No College Degree,0
Own,1,Married,1,Kenton,125650,71,70above,2,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,59800,51,50-59,4,female,0,0,College Degree,1
Own,1,Married,1,Fayette,46000,29,18-29,4,male,1,0,College Degree,1
Rent,0,Not married,0,Jefferson,6000,27,18-29,4,female,0,1,No College Degree,0
Rent,0,Married,1,Fayette,51100,38,30-39,6,male,1,0,No College Degree,0
Own,1,Married,1,Fayette,37800,67,60-69,2,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,97000,61,60-69,3,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,100470,48,40-49,3,female,0,0,College Degree,1
Rent,0,Not married,0,Fayette,44800,33,30-39,1,female,0,0,College Degree,1
Own,1,Not married,0,Jefferson,102000,32,30-39,1,male,1,0,College Degree,1
Own,1,Married,1,Jefferson,43000,44,40-49,3,female,0,0,College Degree,1
Own,1,Not married,0,Jefferson,319800,62,60-69,2,female,0,0,College Degree,1
Own,1,Not married,0,Jefferson,5900,58,50-59,2,male,1,1,No College Degree,0
Own,1,Not married,0,Jefferson,110000,55,50-59,1,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,222000,38,30-39,4,female,0,0,College Degree,1
Own,1,Married,1,Kenton,135600,72,70above,2,female,0,0,No College Degree,0
Own,1,Married,1,Warren,25000,22,18-29,3,female,0,0,College Degree,1
Own,1,Not married,0,Jefferson,95500,30,30-39,1,male,1,0,College Degree,1
Own,1,Married,1,Boone,82000,38,30-39,4,female,0,0,No College Degree,0
Own,1,Not married,0,Fayette,155300,57,50-59,5,female,0,0,No College Degree,0
Rent,0,Not married,0,Warren,9700,74,70above,1,male,1,1,No College Degree,0
Own,1,Not married,0,Jefferson,29600,75,70above,1,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,202600,69,60-69,3,female,0,0,College Degree,1
Rent,0,Not married,0,Kenton,38000,18,18-29,4,male,1,0,No College Degree,0
Own,1,Not married,0,Fayette,90800,28,18-29,3,female,0,0,College Degree,1
Own,1,Not married,0,Warren,55500,54,50-59,2,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,113200,60,60-69,2,male,1,0,College Degree,1
Own,1,Married,1,Fayette,12000,54,50-59,3,male,1,1,College Degree,1
Own,1,Married,1,Jefferson,64000,43,40-49,3,male,1,0,College Degree,1
Own,1,Married,1,Jefferson,28200,82,70above,2,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,63700,68,60-69,2,male,1,0,College Degree,1
Rent,0,Not married,0,Warren,110000,46,40-49,2,male,1,0,No College Degree,0
Rent,0,Not married,0,Jefferson,49000,56,50-59,3,female,0,0,No College Degree,0
Own,1,Married,1,Fayette,48000,36,30-39,5,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,13300,60,60-69,2,female,0,1,No College Degree,0
Own,1,Married,1,Jefferson,107000,40,40-49,4,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,165000,37,30-39,4,female,0,0,College Degree,1
Rent,0,Married,1,Jefferson,67000,52,50-59,3,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,132050,46,40-49,2,male,1,0,College Degree,1
Rent,0,Not married,0,Fayette,95000,23,18-29,1,female,0,0,College Degree,1
Own,1,Married,1,Fayette,350,60,60-69,2,male,1,1,No College Degree,0
Own,1,Married,1,Jefferson,32600,70,70above,2,female,0,0,No College Degree,0
Own,1,Married,1,Fayette,160000,34,30-39,3,female,0,0,College Degree,1
Own,1,Married,1,Kenton,84500,23,18-29,7,male,1,0,No College Degree,0
Own,1,Not married,0,Jefferson,13300,70,70above,1,male,1,0,No College Degree,0
Own,1,Not married,0,Jefferson,145000,57,50-59,2,male,1,0,No College Degree,0
Rent,0,Not married,0,Jefferson,69000,56,50-59,1,female,0,0,College Degree,1
Own,1,Married,1,Warren,79900,61,60-69,3,female,0,0,College Degree,1
Rent,0,Not married,0,Jefferson,10700,27,18-29,4,female,0,1,College Degree,1
Own,1,Married,1,Jefferson,107000,62,60-69,5,male,1,0,College Degree,1
Rent,0,Married,1,Warren,169500,36,30-39,4,male,1,0,College Degree,1
Own,1,Married,1,Jefferson,92000,55,50-59,3,male,1,0,No College Degree,0
Own,1,Married,1,Fayette,150000,60,60-69,2,female,0,0,College Degree,1
Own,1,Not married,0,Fayette,44300,87,70above,2,female,0,0,No College Degree,0
Own,1,Married,1,Kenton,22500,93,70above,2,male,1,0,No College Degree,0
Own,1,Not married,0,Jefferson,81150,61,60-69,1,female,0,0,College Degree,1
Own,1,Not married,0,Jefferson,108000,59,50-59,1,male,1,0,College Degree,1
Own,1,Married,1,Jefferson,221996,41,40-49,4,male,1,0,College Degree,1
Rent,0,Married,1,Fayette,40000,52,50-59,1,male,1,0,No College Degree,0
Own,1,Not married,0,Fayette,548000,71,70above,3,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,70500,61,60-69,2,female,0,0,College Degree,1
Rent,0,Not married,0,Kenton,78700,61,60-69,2,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,101200,70,70above,2,male,1,0,No College Degree,0
Rent,0,Married,1,Fayette,38800,50,50-59,2,female,0,0,No College Degree,0
Own,1,Not married,0,Jefferson,190000,24,18-29,4,male,1,0,No College Degree,0
Own,1,Not married,0,Boone,105900,20,18-29,4,male,1,0,No College Degree,0
Own,1,Not married,0,Jefferson,183600,74,70above,6,male,1,0,College Degree,1
Own,1,Married,1,Boone,60100,62,60-69,3,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,112000,27,18-29,4,male,1,0,No College Degree,0
Own,1,Not married,0,Fayette,60250,25,18-29,1,male,1,0,No College Degree,0
Rent,0,Married,1,Jefferson,57780,63,60-69,5,female,0,0,College Degree,1
Rent,0,Not married,0,Jefferson,23200,85,70above,2,female,0,0,No College Degree,0
Rent,0,Married,1,Fayette,61200,26,18-29,2,male,1,0,College Degree,1
Own,1,Married,1,Jefferson,92000,60,60-69,2,male,1,0,No College Degree,0
Own,1,Not married,0,Jefferson,163400,20,18-29,4,female,0,0,No College Degree,0
Own,1,Not married,0,Jefferson,18400,53,50-59,2,male,1,0,College Degree,1
Own,1,Not married,0,Jefferson,26300,92,70above,1,female,0,0,No College Degree,0
Rent,0,Married,1,Fayette,10800,41,40-49,4,male,1,1,College Degree,1
Own,1,Married,1,Boone,496010,39,30-39,4,male,1,0,College Degree,1
Own,1,Married,1,Fayette,175000,29,18-29,3,female,0,0,College Degree,1
Own,1,Married,1,Boone,121200,41,40-49,5,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,67000,66,60-69,2,male,1,0,College Degree,1
Own,1,Not married,0,Jefferson,177000,23,18-29,4,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,87500,61,60-69,2,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,46600,61,60-69,5,male,1,0,No College Degree,0
Own,1,Not married,0,Fayette,28900,34,30-39,2,female,0,1,No College Degree,0
Rent,0,Not married,0,Fayette,4000,22,18-29,1,male,1,1,College Degree,1
Own,1,Married,1,Jefferson,448000,40,40-49,4,female,0,0,College Degree,1
Rent,0,Not married,0,Fayette,62000,27,18-29,2,female,0,0,No College Degree,0
Rent,0,Not married,0,Jefferson,35000,26,18-29,1,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,41700,68,60-69,2,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,94200,64,60-69,2,male,1,0,College Degree,1
Rent,0,Not married,0,Kenton,47000,48,40-49,2,male,1,0,No College Degree,0
Own,1,Not married,0,Jefferson,30800,87,70above,1,female,0,0,No College Degree,0
Own,1,Not married,0,Jefferson,33500,35,30-39,3,female,0,1,No College Degree,0
Own,1,Not married,0,Jefferson,46000,48,40-49,1,female,0,0,No College Degree,0
Own,1,Married,1,Kenton,91900,28,18-29,9,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,142900,59,50-59,2,male,1,0,No College Degree,0
Own,1,Not married,0,Jefferson,2004,42,40-49,2,female,0,1,No College Degree,0
Own,1,Not married,0,Kenton,98400,49,40-49,6,female,0,0,No College Degree,0
Own,1,Married,1,Warren,126500,41,40-49,4,male,1,0,College Degree,1
Rent,0,Not married,0,Fayette,30000,35,30-39,4,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,122000,56,50-59,3,male,1,0,College Degree,1
Own,1,Not married,0,Jefferson,115800,71,70above,1,female,0,0,No College Degree,0
Own,1,Not married,0,Jefferson,39000,26,18-29,4,male,1,0,No College Degree,0
Own,1,Married,1,Fayette,74000,31,30-39,3,female,0,0,College Degree,1
Rent,0,Not married,0,Fayette,20000,30,30-39,1,male,1,0,College Degree,1
Rent,0,Not married,0,Jefferson,40000,41,40-49,7,female,0,0,College Degree,1
Rent,0,Not married,0,Jefferson,17400,64,60-69,2,female,0,0,No College Degree,0
Own,1,Not married,0,Jefferson,36900,86,70above,2,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,632000,67,60-69,2,female,0,0,College Degree,1
Own,1,Married,1,Fayette,10560,71,70above,2,male,1,1,No College Degree,0
Rent,0,Married,1,Warren,38100,78,70above,2,female,0,0,College Degree,1
Own,1,Married,1,Warren,47800,66,60-69,2,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,116130,67,60-69,2,male,1,0,No College Degree,0
