ownership,indownership,marriagestatus,indmarriagestatus,county,hhincome,agequant,agecat,famsize,sex,indsex,indpoverty,degree,inddegree
Own,1,Not married,0,Jefferson,116900,18,18-29,4,female,0,0,No College Degree,0
Own,1,Married,1,Warren,100390,58,50-59,2,female,0,0,No College Degree,0
Own,1,Not married,0,Jefferson,162600,27,18-29,4,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,74600,54,50-59,5,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,126000,51,50-59,2,male,1,0,College Degree,1
Rent,0,Not married,0,Kenton,9700,62,60-69,1,male,1,1,No College Degree,0
Own,1,Married,1,Kenton,70600,39,30-39,4,female,0,0,No College Degree,0
Rent,0,Not married,0,Jefferson,98000,37,30-39,1,male,1,0,College Degree,1
Own,1,Married,1,Fayette,470000,64,60-69,2,male,1,0,College Degree,1
Own,1,Not married,0,Jefferson,0,85,70above,1,female,0,1,No College Degree,0
Rent,0,Not married,0,Fayette,26000,58,50-59,2,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,60800,46,40-49,1,male,1,0,No College Degree,0
Own,1,Not married,0,Jefferson,120000,62,60-69,1,male,1,0,No College Degree,0
Own,1,Married,1,Boone,65000,33,30-39,6,male,1,0,College Degree,1
Own,1,Married,1,Fayette,84670,49,40-49,3,male,1,0,College Degree,1
Own,1,Not married,0,Boone,107800,24,18-29,3,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,285000,68,60-69,2,male,1,0,College Degree,1
Own,1,Not married,0,Jefferson,46000,31,30-39,1,male,1,0,College Degree,1
Own,1,Married,1,Jefferson,38400,63,60-69,2,female,0,0,No College Degree,0
Own,1,Not married,0,Jefferson,85000,57,50-59,1,female,0,0,No College Degree,0
Own,1,Not married,0,Jefferson,99710,65,60-69,1,female,0,0,College Degree,1
Own,1,Not married,0,Jefferson,265000,24,18-29,6,male,1,0,No College Degree,0
Rent,0,Not married,0,Jefferson,187420,85,70above,6,male,1,0,College Degree,1
Own,1,Not married,0,Jefferson,23100,79,70above,1,female,0,0,No College Degree,0
Own,1,Not married,0,Kenton,22500,64,60-69,3,female,0,0,College Degree,1
Own,1,Not married,0,Kenton,112000,27,18-29,2,male,1,0,College Degree,1
Rent,0,Not married,0,Jefferson,90900,44,40-49,3,female,0,0,No College Degree,0
Rent,0,Not married,0,Fayette,18000,28,18-29,3,male,1,1,No College Degree,0
Own,1,Married,1,Kenton,125000,39,30-39,5,female,0,0,No College Degree,0
Rent,0,Married,1,Jefferson,172600,40,40-49,7,female,0,0,College Degree,1
Own,1,Married,1,Kenton,35200,78,70above,3,male,1,0,No College Degree,0
Rent,0,Not married,0,Fayette,36900,21,18-29,1,female,0,1,No College Degree,0
Own,1,Not married,0,Jefferson,23400,38,30-39,3,male,1,0,No College Degree,0
Rent,0,Not married,0,Kenton,10800,51,50-59,1,male,1,1,No College Degree,0
Own,1,Married,1,Kenton,40100,34,30-39,2,male,1,0,College Degree,1
Own,1,Married,1,Jefferson,99000,38,30-39,2,female,0,0,College Degree,1
Own,1,Married,1,Fayette,20000,68,60-69,2,male,1,0,College Degree,1
Rent,0,Not married,0,Fayette,16100,51,50-59,1,female,0,0,College Degree,1
Own,1,Married,1,Boone,93000,40,40-49,5,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,42500,44,40-49,5,male,1,0,College Degree,1
Own,1,Not married,0,Jefferson,88000,19,18-29,4,female,0,0,No College Degree,0
Own,1,Married,1,Boone,115100,45,40-49,5,male,1,0,No College Degree,0
Own,1,Not married,0,Fayette,1300,56,50-59,1,female,0,1,No College Degree,0
Own,1,Married,1,Boone,117000,54,50-59,3,female,0,0,No College Degree,0
Rent,0,Not married,0,Fayette,137000,26,18-29,2,male,1,0,College Degree,1
Rent,0,Not married,0,Fayette,8800,42,40-49,1,female,0,1,No College Degree,0
Own,1,Not married,0,Jefferson,43000,67,60-69,2,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,12000,32,30-39,5,male,1,1,No College Degree,0
Rent,0,Married,1,Fayette,55900,81,70above,2,male,1,0,College Degree,1
Own,1,Not married,0,Jefferson,28500,34,30-39,6,female,0,1,College Degree,1
Own,1,Not married,0,Jefferson,127500,26,18-29,3,male,1,0,College Degree,1
Own,1,Married,1,Jefferson,82400,73,70above,2,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,45000,66,60-69,2,female,0,0,No College Degree,0
Own,1,Not married,0,Jefferson,38300,58,50-59,1,female,0,0,No College Degree,0
Own,1,Not married,0,Jefferson,91400,19,18-29,3,male,1,0,No College Degree,0
Own,1,Married,1,Kenton,49500,66,60-69,2,male,1,0,College Degree,1
Own,1,Married,1,Jefferson,158620,72,70above,2,male,1,0,College Degree,1
Own,1,Married,1,Kenton,101300,77,70above,4,male,1,0,No College Degree,0
Own,1,Married,1,Warren,229900,42,40-49,5,female,0,0,No College Degree,0
Rent,0,Not married,0,Jefferson,56000,25,18-29,1,male,1,0,College Degree,1
Own,1,Not married,0,Jefferson,27000,28,18-29,1,male,1,0,College Degree,1
Own,1,Married,1,Jefferson,63000,45,40-49,4,male,1,0,College Degree,1
Own,1,Not married,0,Fayette,70900,28,18-29,1,male,1,0,No College Degree,0
Own,1,Married,1,Fayette,150000,35,30-39,5,female,0,0,College Degree,1
Own,1,Married,1,Fayette,26270,84,70above,2,male,1,0,No College Degree,0
Own,1,Not married,0,Jefferson,114200,20,18-29,4,female,0,0,No College Degree,0
Own,1,Not married,0,Warren,145000,57,50-59,2,female,0,0,College Degree,1
Own,1,Married,1,Fayette,60000,28,18-29,2,male,1,0,No College Degree,0
Own,1,Married,1,Fayette,94500,69,60-69,2,female,0,0,College Degree,1
Own,1,Not married,0,Jefferson,76000,31,30-39,1,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,70000,29,18-29,3,male,1,0,College Degree,1
Rent,0,Married,1,Fayette,80700,52,50-59,2,male,1,0,College Degree,1
Own,1,Not married,0,Fayette,120000,32,30-39,2,female,0,0,College Degree,1
Own,1,Married,1,Warren,111000,34,30-39,4,male,1,0,College Degree,1
Rent,0,Not married,0,Jefferson,107000,22,18-29,1,male,1,1,No College Degree,0
Own,1,Married,1,Jefferson,22000,42,40-49,3,female,0,0,No College Degree,0
Own,1,Not married,0,Jefferson,180000,18,18-29,4,male,1,0,No College Degree,0
Own,1,Not married,0,Warren,58000,26,18-29,1,male,1,0,College Degree,1
Rent,0,Not married,0,Jefferson,49000,61,60-69,1,male,1,0,College Degree,1
Rent,0,Not married,0,Kenton,18000,22,18-29,2,female,0,1,No College Degree,0
Rent,0,Not married,0,Jefferson,92600,30,30-39,1,female,0,0,College Degree,1
Own,1,Married,1,Boone,351000,42,40-49,4,male,1,0,No College Degree,0
Own,1,Married,1,Fayette,42000,35,30-39,7,female,0,0,No College Degree,0
Rent,0,Not married,0,Fayette,38900,53,50-59,1,female,0,0,No College Degree,0
Own,1,Not married,0,Jefferson,9050,58,50-59,3,female,0,1,No College Degree,0
Rent,0,Married,1,Fayette,35000,28,18-29,2,male,1,0,College Degree,1
Own,1,Married,1,Fayette,60200,62,60-69,3,female,0,0,College Degree,1
Rent,0,Not married,0,Warren,58500,47,40-49,4,male,1,0,No College Degree,0
Rent,0,Not married,0,Jefferson,0,26,18-29,1,male,1,1,No College Degree,0
Own,1,Not married,0,Jefferson,6600,32,30-39,5,female,0,1,No College Degree,0
Rent,0,Not married,0,Jefferson,41600,59,50-59,2,male,1,0,No College Degree,0
Own,1,Married,1,Fayette,112000,34,30-39,2,female,0,0,College Degree,1
Own,1,Married,1,Boone,25800,80,70above,2,female,0,0,No College Degree,0
Own,1,Married,1,Fayette,102900,57,50-59,4,male,1,0,No College Degree,0
Rent,0,Not married,0,Jefferson,57200,27,18-29,1,male,1,0,No College Degree,0
Own,1,Not married,0,Jefferson,141850,36,30-39,9,female,0,0,No College Degree,0
Own,1,Not married,0,Jefferson,11200,50,50-59,1,female,0,1,No College Degree,0
Own,1,Not married,0,Jefferson,72700,22,18-29,4,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,103000,58,50-59,3,male,1,0,No College Degree,0
Rent,0,Not married,0,Fayette,43800,19,18-29,3,female,0,0,No College Degree,0
Own,1,Not married,0,Jefferson,150200,19,18-29,5,female,0,0,No College Degree,0
Own,1,Married,1,Boone,35600,67,60-69,2,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,124600,74,70above,2,female,0,0,College Degree,1
Rent,0,Not married,0,Kenton,12600,62,60-69,1,male,1,0,No College Degree,0
Own,1,Married,1,Fayette,77800,36,30-39,2,male,1,0,College Degree,1
Own,1,Not married,0,Kenton,50000,28,18-29,1,female,0,0,College Degree,1
Own,1,Not married,0,Fayette,80000,26,18-29,2,male,1,0,College Degree,1
Rent,0,Not married,0,Jefferson,12900,67,60-69,2,male,1,1,College Degree,1
Own,1,Married,1,Jefferson,642000,57,50-59,2,female,0,0,College Degree,1
Own,1,Married,1,Fayette,90000,40,40-49,4,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,360800,54,50-59,3,female,0,0,College Degree,1
Rent,0,Not married,0,Jefferson,11370,74,70above,2,male,1,1,No College Degree,0
Own,1,Married,1,Jefferson,259000,44,40-49,6,female,0,0,College Degree,1
Own,1,Not married,0,Warren,30300,88,70above,2,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,89000,30,30-39,2,male,1,0,College Degree,1
Rent,0,Not married,0,Kenton,37400,26,18-29,1,male,1,0,No College Degree,0
Own,1,Not married,0,Jefferson,428500,22,18-29,4,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,179000,35,30-39,4,male,1,0,College Degree,1
Own,1,Not married,0,Kenton,19800,67,60-69,1,female,0,0,No College Degree,0
Own,1,Not married,0,Kenton,88750,41,40-49,5,female,0,0,College Degree,1
Own,1,Married,1,Fayette,80000,60,60-69,3,male,1,0,No College Degree,0
Own,1,Married,1,Kenton,136400,59,50-59,2,female,0,0,No College Degree,0
Rent,0,Married,1,Jefferson,39700,46,40-49,3,female,0,0,College Degree,1
Rent,0,Not married,0,Jefferson,12500,50,50-59,2,female,0,1,College Degree,1
Own,1,Married,1,Jefferson,101600,36,30-39,2,male,1,0,No College Degree,0
Rent,0,Not married,0,Jefferson,17000,51,50-59,1,male,1,0,No College Degree,0
Rent,0,Not married,0,Jefferson,45800,25,18-29,2,female,0,1,No College Degree,0
Own,1,Not married,0,Warren,44900,36,30-39,1,female,0,1,No College Degree,0
Own,1,Married,1,Jefferson,160500,62,60-69,2,female,0,0,College Degree,1
Own,1,Not married,0,Warren,40000,34,30-39,1,male,1,0,College Degree,1
Own,1,Not married,0,Fayette,26800,66,60-69,1,female,0,0,College Degree,1
Rent,0,Married,1,Fayette,12000,36,30-39,1,female,0,1,College Degree,1
Own,1,Not married,0,Jefferson,12700,77,70above,1,female,0,0,No College Degree,0
Own,1,Married,1,Fayette,126180,42,40-49,4,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,108000,56,50-59,1,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,51130,62,60-69,2,female,0,0,No College Degree,0
Rent,0,Married,1,Fayette,50000,31,30-39,2,male,1,0,College Degree,1
Rent,0,Not married,0,Jefferson,164000,47,40-49,2,male,1,0,College Degree,1
Rent,0,Not married,0,Jefferson,17600,30,30-39,1,female,0,0,No College Degree,0
Rent,0,Not married,0,Fayette,70160,20,18-29,1,female,0,1,No College Degree,0
Own,1,Married,1,Jefferson,87000,34,30-39,2,female,0,0,No College Degree,0
Own,1,Not married,0,Jefferson,161700,21,18-29,5,male,1,0,No College Degree,0
Own,1,Not married,0,Jefferson,17800,53,50-59,2,male,1,1,No College Degree,0
Own,1,Married,1,Jefferson,152000,50,50-59,5,female,0,0,College Degree,1
Own,1,Not married,0,Jefferson,64800,52,50-59,2,male,1,0,College Degree,1
Own,1,Married,1,Jefferson,100000,43,40-49,2,male,1,0,College Degree,1
Rent,0,Married,1,Jefferson,21700,40,40-49,4,female,0,1,No College Degree,0
Rent,0,Not married,0,Jefferson,20100,70,70above,1,male,1,1,No College Degree,0
Own,1,Married,1,Jefferson,43200,77,70above,2,female,0,0,No College Degree,0
Own,1,Not married,0,Kenton,183000,60,60-69,2,female,0,0,College Degree,1
Own,1,Not married,0,Fayette,100900,62,60-69,4,female,0,0,College Degree,1
Own,1,Married,1,Fayette,148000,34,30-39,4,female,0,0,No College Degree,0
Rent,0,Married,1,Fayette,76000,45,40-49,7,male,1,0,No College Degree,0
Rent,0,Not married,0,Jefferson,-2000,51,50-59,1,male,1,1,No College Degree,0
Rent,0,Married,1,Jefferson,162000,39,30-39,5,male,1,0,No College Degree,0
Own,1,Not married,0,Jefferson,80000,62,60-69,2,female,0,0,College Degree,1
Rent,0,Not married,0,Jefferson,23200,33,30-39,4,male,1,1,No College Degree,0
Own,1,Married,1,Jefferson,39900,70,70above,2,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,453000,59,50-59,2,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,92070,84,70above,4,male,1,0,College Degree,1
Own,1,Not married,0,Fayette,64430,76,70above,1,male,1,0,College Degree,1
Own,1,Not married,0,Boone,120000,32,30-39,6,male,1,0,College Degree,1
Own,1,Married,1,Kenton,97000,41,40-49,4,female,0,0,College Degree,1
Own,1,Not married,0,Kenton,101100,54,50-59,3,female,0,0,No College Degree,0
Own,1,Not married,0,Jefferson,235450,26,18-29,2,male,1,0,College Degree,1
Own,1,Married,1,Fayette,64800,43,40-49,3,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,117800,56,50-59,3,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,14500,72,70above,1,male,1,0,No College Degree,0
Own,1,Not married,0,Boone,173200,21,18-29,5,female,0,0,No College Degree,0
Rent,0,Not married,0,Fayette,32000,24,18-29,2,male,1,0,College Degree,1
Own,1,Married,1,Fayette,60000,54,50-59,3,female,0,0,College Degree,1
Rent,0,Not married,0,Jefferson,26400,31,30-39,4,female,0,1,No College Degree,0
Own,1,Not married,0,Jefferson,30000,65,60-69,1,male,1,0,College Degree,1
Own,1,Married,1,Kenton,93100,59,50-59,2,male,1,0,No College Degree,0
Own,1,Married,1,Fayette,465400,62,60-69,2,male,1,0,No College Degree,0
Own,1,Not married,0,Kenton,65000,71,70above,1,male,1,0,No College Degree,0
Rent,0,Not married,0,Jefferson,31100,40,40-49,1,female,0,0,College Degree,1
Own,1,Not married,0,Jefferson,0,59,50-59,1,male,1,1,College Degree,1
Own,1,Married,1,Jefferson,198200,73,70above,2,male,1,0,No College Degree,0
Own,1,Not married,0,Jefferson,305000,78,70above,1,female,0,0,No College Degree,0
Rent,0,Married,1,Warren,77950,42,40-49,6,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,177500,47,40-49,3,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,48800,67,60-69,2,male,1,0,College Degree,1
Own,1,Married,1,Jefferson,18100,71,70above,2,male,1,0,No College Degree,0
Own,1,Not married,0,Jefferson,36100,81,70above,1,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,27400,62,60-69,3,female,0,0,No College Degree,0
Own,1,Married,1,Kenton,130000,49,40-49,1,female,0,0,College Degree,1
Own,1,Not married,0,Jefferson,48000,56,50-59,2,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,171230,68,60-69,2,female,0,0,College Degree,1
Own,1,Married,1,Boone,184360,47,40-49,5,female,0,0,No College Degree,0
Own,1,Married,1,Fayette,170000,61,60-69,2,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,100000,30,30-39,3,male,1,0,College Degree,1
Own,1,Married,1,Jefferson,389000,37,30-39,4,male,1,0,College Degree,1
Own,1,Married,1,Jefferson,426000,66,60-69,2,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,94100,68,60-69,2,male,1,0,College Degree,1
Rent,0,Not married,0,Jefferson,107450,26,18-29,6,female,0,0,No College Degree,0
Own,1,Married,1,Fayette,107000,69,60-69,2,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,166800,78,70above,2,male,1,0,College Degree,1
Own,1,Married,1,Jefferson,69100,60,60-69,2,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,125000,41,40-49,3,male,1,0,College Degree,1
Own,1,Married,1,Fayette,101000,59,50-59,2,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,159000,57,50-59,2,female,0,0,College Degree,1
Rent,0,Married,1,Jefferson,15000,38,30-39,3,male,1,1,College Degree,1
Rent,0,Not married,0,Jefferson,43900,38,30-39,3,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,137300,29,18-29,5,male,1,0,College Degree,1
Rent,0,Not married,0,Fayette,38900,24,18-29,1,male,1,0,No College Degree,0
Own,1,Not married,0,Jefferson,78100,72,70above,2,male,1,0,College Degree,1
Rent,0,Married,1,Jefferson,88100,37,30-39,3,male,1,0,College Degree,1
Own,1,Not married,0,Jefferson,116000,35,30-39,3,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,36000,70,70above,2,male,1,0,College Degree,1
Own,1,Married,1,Boone,221800,57,50-59,3,male,1,0,No College Degree,0
Own,1,Married,1,Boone,189000,37,30-39,5,female,0,0,College Degree,1
Own,1,Not married,0,Fayette,21600,55,50-59,1,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,40100,72,70above,2,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,109400,60,60-69,2,female,0,0,No College Degree,0
Own,1,Not married,0,Kenton,42700,64,60-69,1,female,0,0,College Degree,1
Own,1,Not married,0,Jefferson,33300,39,30-39,1,male,1,0,No College Degree,0
Own,1,Not married,0,Jefferson,48000,35,30-39,1,male,1,0,College Degree,1
Own,1,Married,1,Jefferson,172170,67,60-69,2,female,0,0,No College Degree,0
Rent,0,Not married,0,Jefferson,25000,22,18-29,1,female,0,0,No College Degree,0
Rent,0,Not married,0,Kenton,36300,22,18-29,3,female,0,1,No College Degree,0
Own,1,Married,1,Fayette,344000,38,30-39,5,female,0,0,College Degree,1
Own,1,Not married,0,Fayette,73800,33,30-39,3,female,0,0,College Degree,1
Own,1,Not married,0,Jefferson,33000,18,18-29,5,male,1,0,No College Degree,0
Rent,0,Not married,0,Jefferson,176930,47,40-49,1,female,0,1,No College Degree,0
Rent,0,Not married,0,Fayette,0,22,18-29,1,female,0,1,No College Degree,0
Own,1,Not married,0,Fayette,65000,35,30-39,1,male,1,0,College Degree,1
Own,1,Not married,0,Fayette,378800,28,18-29,1,female,0,0,College Degree,1
Own,1,Married,1,Boone,60300,68,60-69,2,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,350100,65,60-69,2,female,0,0,No College Degree,0
Rent,0,Not married,0,Jefferson,6000,67,60-69,1,male,1,1,No College Degree,0
Rent,0,Married,1,Fayette,76000,30,30-39,1,male,1,0,College Degree,1
Own,1,Not married,0,Kenton,76000,61,60-69,1,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,213200,70,70above,2,female,0,0,College Degree,1
Own,1,Married,1,Warren,108140,46,40-49,3,female,0,0,No College Degree,0
Own,1,Not married,0,Boone,127000,28,18-29,4,male,1,0,College Degree,1
Own,1,Not married,0,Jefferson,41600,94,70above,2,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,120050,38,30-39,4,male,1,0,College Degree,1
Rent,0,Married,1,Jefferson,77700,59,50-59,2,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,182300,39,30-39,4,male,1,0,College Degree,1
Rent,0,Not married,0,Jefferson,19780,57,50-59,2,male,1,0,No College Degree,0
Rent,0,Not married,0,Jefferson,30000,43,40-49,1,male,1,0,No College Degree,0
Own,1,Not married,0,Jefferson,51300,19,18-29,3,male,1,0,No College Degree,0
Own,1,Married,1,Fayette,91500,34,30-39,4,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,52400,73,70above,4,female,0,0,No College Degree,0
Own,1,Not married,0,Jefferson,27400,19,18-29,3,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,132000,36,30-39,2,female,0,0,College Degree,1
Own,1,Married,1,Fayette,170000,40,40-49,3,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,31600,74,70above,2,male,1,0,No College Degree,0
Own,1,Married,1,Fayette,192360,45,40-49,3,male,1,0,College Degree,1
Own,1,Married,1,Warren,25000,23,18-29,3,male,1,0,College Degree,1
Own,1,Married,1,Jefferson,27400,81,70above,2,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,43300,58,50-59,4,male,1,0,No College Degree,0
Rent,0,Not married,0,Kenton,16700,67,60-69,1,female,0,0,No College Degree,0
Own,1,Married,1,Fayette,406600,51,50-59,3,female,0,0,No College Degree,0
Rent,0,Not married,0,Fayette,33500,25,18-29,1,male,1,0,College Degree,1
Own,1,Married,1,Kenton,44400,65,60-69,3,female,0,0,No College Degree,0
Own,1,Not married,0,Jefferson,8800,79,70above,1,female,0,1,No College Degree,0
Own,1,Not married,0,Jefferson,37300,18,18-29,4,male,1,0,No College Degree,0
Own,1,Married,1,Fayette,70000,69,60-69,2,male,1,0,No College Degree,0
Own,1,Not married,0,Jefferson,90000,74,70above,1,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,88300,66,60-69,3,female,0,0,No College Degree,0
Own,1,Not married,0,Jefferson,132000,47,40-49,3,female,0,0,College Degree,1
Own,1,Not married,0,Jefferson,140000,19,18-29,3,male,1,0,No College Degree,0
Own,1,Not married,0,Warren,86300,78,70above,3,female,0,0,No College Degree,0
Rent,0,Married,1,Boone,137700,37,30-39,5,female,0,0,College Degree,1
